,Date,Open,High,Low,Close
154,2015-09-17,64.14,64.64,62.39,62.65
155,2015-09-18,61.83,61.83,60.78,60.94
156,2015-09-21,61.52,61.91,61.08,61.45
157,2015-09-22,60.6,61.09,60.42,60.91
158,2015-09-23,60.8,61.15,60.32,60.64
159,2015-09-24,60.01,60.38,59.46,60.22
160,2015-09-25,61.27,61.86,60.87,61.47
161,2015-09-28,60.92,61.01,59.69,59.98
162,2015-09-29,59.98,60.13,58.73,59.84
163,2015-09-30,60.7,61.0,60.11,60.97
164,2015-10-01,61.12,61.87,60.54,61.42
165,2015-10-02,59.59,60.86,58.53,60.81
166,2015-10-05,61.24,62.24,61.22,62.02
167,2015-10-06,62.11,62.36,61.62,62.05
168,2015-10-07,62.55,63.03,61.76,62.13
169,2015-10-08,61.85,62.25,61.43,62.13
170,2015-10-09,62.39,62.55,61.58,61.93
171,2015-10-12,61.84,62.01,61.4,61.72
172,2015-10-13,61.39,62.16,61.31,61.55
173,2015-10-14,60.76,60.97,59.54,59.99
174,2015-10-15,60.47,61.96,60.1,61.89
175,2015-10-16,62.43,62.65,62.09,62.43
176,2015-10-19,62.0,62.77,61.91,62.22
177,2015-10-20,62.36,62.82,62.08,62.52
178,2015-10-21,62.88,62.96,62.05,62.06
179,2015-10-22,62.42,63.58,62.42,63.19
180,2015-10-23,63.63,64.19,63.5,63.87
181,2015-10-26,63.84,63.99,63.41,63.9
182,2015-10-27,63.53,63.86,63.31,63.64
183,2015-10-28,63.7,65.74,63.69,65.5
184,2015-10-29,65.26,65.83,64.88,65.21
185,2015-10-30,65.3,65.34,64.13,64.25
186,2015-11-02,64.45,65.75,64.39,65.54
187,2015-11-03,65.29,66.1,65.17,65.78
188,2015-11-04,66.01,66.15,65.63,65.85
189,2015-11-05,65.79,66.67,65.75,66.44
190,2015-11-06,68.37,69.03,68.1,68.46
191,2015-11-09,68.7,68.72,67.08,67.39
192,2015-11-10,67.19,67.85,66.93,67.68
193,2015-11-11,68.1,68.17,67.25,67.35
194,2015-11-12,66.86,66.9,65.95,66.0
195,2015-11-13,65.84,66.17,65.23,65.56
196,2015-11-16,65.46,66.58,65.17,66.51
197,2015-11-17,66.67,66.74,65.89,66.13
198,2015-11-18,66.48,67.55,66.37,67.45
199,2015-11-19,67.58,67.82,67.04,67.66
200,2015-11-20,67.99,68.11,67.38,67.54
201,2015-11-23,67.31,67.58,66.78,66.88
202,2015-11-24,66.17,67.14,66.04,66.78
203,2015-11-25,66.93,67.12,66.55,66.86
204,2015-11-27,67.0,67.33,66.64,67.17
205,2015-11-30,67.28,67.52,66.68,66.68
206,2015-12-01,67.34,67.83,66.99,67.61
207,2015-12-02,67.83,67.88,66.48,66.66
208,2015-12-03,66.83,67.03,65.58,65.8
209,2015-12-04,66.1,68.0,66.03,67.89
210,2015-12-07,67.66,67.75,66.4,67.0
211,2015-12-08,66.25,66.96,65.7,65.96
212,2015-12-09,65.61,66.58,65.04,65.46
213,2015-12-10,65.54,66.5,65.08,65.61
214,2015-12-11,64.8,65.16,63.51,64.07
215,2015-12-14,64.23,64.76,63.6,64.27
216,2015-12-15,65.07,66.65,65.07,66.1
217,2015-12-16,66.91,67.74,65.91,67.53
218,2015-12-17,67.9,68.0,66.08,66.28
219,2015-12-18,65.97,65.97,64.4,64.4
220,2015-12-21,65.02,65.56,64.83,65.54
221,2015-12-22,65.92,66.0,64.98,65.68
222,2015-12-23,66.12,66.85,66.05,66.73
223,2015-12-24,66.62,66.89,66.32,66.6
224,2015-12-28,66.29,66.45,65.71,66.38
225,2015-12-29,66.84,67.3,66.74,67.07
226,2015-12-30,67.04,67.05,66.45,66.59
227,2015-12-31,66.19,66.78,66.0,66.03
228,2016-01-04,63.95,64.06,63.01,63.62
229,2016-01-05,63.7,64.13,63.04,63.73
230,2016-01-06,62.72,63.13,62.34,62.81
231,2016-01-07,61.46,62.0,60.08,60.27
232,2016-01-08,61.13,61.27,58.85,58.92
233,2016-01-11,58.83,59.22,58.04,58.83
234,2016-01-12,59.45,59.56,58.1,58.96
235,2016-01-13,59.46,59.68,56.91,57.34
236,2016-01-14,58.16,59.38,57.29,58.2
237,2016-01-15,56.45,57.57,56.22,57.04
238,2016-01-19,57.73,57.97,56.51,57.01
239,2016-01-20,55.63,56.18,54.66,55.51
240,2016-01-21,55.74,56.52,55.06,55.25
241,2016-01-22,56.44,57.16,56.3,56.95
242,2016-01-25,56.48,56.85,55.6,55.66
243,2016-01-26,55.85,57.15,55.81,57.08
244,2016-01-27,57.08,58.27,56.56,57.04
245,2016-01-28,57.52,57.97,56.63,57.28
246,2016-01-29,57.83,59.54,57.51,59.5
247,2016-02-01,59.16,59.65,58.44,58.86
248,2016-02-02,57.88,57.98,56.75,57.03
249,2016-02-03,57.37,57.8,55.02,57.41
250,2016-02-04,57.06,58.52,57.06,58.4
251,2016-02-05,58.58,59.14,57.42,57.75
252,2016-02-08,56.69,56.92,55.54,56.54
253,2016-02-09,55.29,56.69,55.13,56.2
254,2016-02-10,56.57,57.41,55.47,55.52
255,2016-02-11,53.9,53.91,52.5,53.07
256,2016-02-12,55.65,57.57,55.17,57.49
257,2016-02-16,58.23,58.6,57.64,58.35
258,2016-02-17,58.85,59.25,58.39,58.77
259,2016-02-18,58.84,58.86,57.25,57.81
260,2016-02-19,57.5,58.17,57.08,57.82
261,2016-02-22,58.51,58.88,58.42,58.57
262,2016-02-23,57.9,58.09,55.96,56.12
263,2016-02-24,55.2,56.21,54.33,56.14
264,2016-02-25,56.13,57.03,56.04,57.01
265,2016-02-26,57.64,58.11,57.14,57.54
266,2016-02-29,57.41,57.61,56.29,56.3
267,2016-03-01,56.76,59.2,56.67,59.2
268,2016-03-02,59.2,59.9,58.96,59.76
269,2016-03-03,59.58,59.96,59.1,59.96
270,2016-03-04,60.1,60.55,59.53,60.05
271,2016-03-07,59.54,60.05,59.32,59.94
272,2016-03-08,59.21,59.5,58.68,58.78
273,2016-03-09,59.15,59.54,58.68,59.12
274,2016-03-10,59.59,59.67,57.81,58.61
275,2016-03-11,59.39,59.51,58.65,59.34
276,2016-03-14,59.15,59.31,58.6,59.12
277,2016-03-15,58.54,59.21,58.43,59.2
278,2016-03-16,58.98,59.75,58.47,58.92
279,2016-03-17,58.77,59.13,57.99,58.75
280,2016-03-18,60.05,60.97,59.66,60.48
281,2016-03-21,60.22,60.82,59.96,60.46
282,2016-03-22,59.99,60.58,59.62,60.24
283,2016-03-23,60.34,60.51,59.86,59.94
284,2016-03-24,59.3,59.51,58.87,59.48
285,2016-03-28,59.53,59.75,59.18,59.4
286,2016-03-29,59.33,59.33,58.53,59.03
287,2016-03-30,59.46,60.23,59.38,59.71
288,2016-03-31,59.45,59.93,59.11,59.22
289,2016-04-01,59.02,60.06,58.56,59.87
290,2016-04-04,59.44,59.57,58.96,59.2
291,2016-04-05,58.59,58.83,58.21,58.36
292,2016-04-06,58.18,58.88,57.95,58.81
293,2016-04-07,58.26,58.43,57.07,57.32
294,2016-04-08,57.71,58.58,57.69,57.74
295,2016-04-11,57.91,58.88,57.91,58.2
296,2016-04-12,58.34,59.39,58.2,59.28
297,2016-04-13,60.48,62.16,60.38,61.79
298,2016-04-14,61.69,62.91,61.61,62.59
299,2016-04-15,62.88,62.9,61.45,61.87
300,2016-04-18,61.64,62.58,61.53,62.27
301,2016-04-19,62.55,63.48,62.55,63.32
302,2016-04-20,63.48,64.31,63.15,64.24
303,2016-04-21,64.26,64.66,63.34,63.6
304,2016-04-22,63.64,64.38,63.64,63.97
305,2016-04-25,63.6,63.95,63.15,63.6
306,2016-04-26,63.81,64.07,63.33,63.93
307,2016-04-27,63.86,64.64,63.6,64.11
308,2016-04-28,63.64,64.42,63.35,63.6
309,2016-04-29,63.09,63.61,62.7,63.2
310,2016-05-02,63.69,64.0,63.14,63.79
311,2016-05-03,62.9,62.91,61.8,62.56
312,2016-05-04,61.75,62.26,61.27,61.57
313,2016-05-05,61.6,62.0,61.06,61.24
314,2016-05-06,60.7,61.68,60.59,61.6
315,2016-05-09,61.37,61.89,61.05,61.21
316,2016-05-10,61.55,62.26,61.35,62.04
317,2016-05-11,61.97,62.6,61.81,61.81
318,2016-05-12,62.27,62.56,61.37,61.77
319,2016-05-13,61.7,62.4,61.02,61.2
320,2016-05-16,61.21,61.99,61.0,61.66
321,2016-05-17,61.43,62.16,61.15,61.66
322,2016-05-18,61.7,64.17,61.69,64.04
323,2016-05-19,63.53,64.22,62.9,63.39
324,2016-05-20,63.86,64.19,63.37,63.51
325,2016-05-23,63.45,63.87,63.16,63.46
326,2016-05-24,63.94,64.77,63.81,64.54
327,2016-05-25,64.94,66.2,64.92,65.52
328,2016-05-26,65.57,65.58,64.91,65.03
329,2016-05-27,65.21,65.46,65.05,65.43
330,2016-05-31,65.73,65.82,64.96,65.27
331,2016-06-01,64.76,65.92,64.26,65.69
332,2016-06-02,65.52,65.81,65.16,65.81
333,2016-06-03,64.25,64.86,63.55,64.64
334,2016-06-06,64.64,65.76,64.6,65.28
335,2016-06-07,65.45,65.74,65.04,65.06
336,2016-06-08,64.93,65.48,64.92,65.25
337,2016-06-09,64.79,64.9,64.27,64.75
338,2016-06-10,63.93,64.07,63.58,63.84
339,2016-06-13,63.48,64.34,63.26,63.27
340,2016-06-14,62.68,63.47,61.68,62.08
341,2016-06-15,62.41,62.98,61.91,61.97
342,2016-06-16,61.45,62.3,60.9,62.22
343,2016-06-17,62.3,62.71,61.93,62.28
344,2016-06-20,63.45,63.85,62.34,62.37
345,2016-06-21,62.73,63.0,62.14,62.95
346,2016-06-22,62.95,63.71,62.68,62.71
347,2016-06-23,63.7,64.15,63.53,64.05
348,2016-06-24,60.48,61.7,59.34,59.6
349,2016-06-27,58.71,58.75,57.05,57.61
350,2016-06-28,59.19,59.55,58.26,59.52
351,2016-06-29,60.36,61.21,60.0,61.2
352,2016-06-30,61.63,62.19,61.02,62.14
353,2016-07-01,61.52,62.01,61.16,61.26
354,2016-07-05,60.45,60.6,59.1,59.55
355,2016-07-06,59.01,60.29,58.76,60.19
356,2016-07-07,60.52,61.14,60.16,60.58
357,2016-07-08,61.33,62.17,61.33,61.83
358,2016-07-11,62.42,62.95,62.14,62.27
359,2016-07-12,63.03,63.56,62.89,63.2
360,2016-07-13,63.08,63.43,62.64,63.16
361,2016-07-14,64.74,64.98,64.05,64.12
362,2016-07-15,64.75,64.8,63.61,64.18
363,2016-07-18,64.13,64.4,63.9,63.96
364,2016-07-19,63.61,64.1,63.46,63.86
365,2016-07-20,64.11,64.23,63.71,63.93
366,2016-07-21,64.0,64.18,63.63,63.69
367,2016-07-22,63.9,64.09,63.6,64.04
368,2016-07-25,63.98,64.17,63.68,63.87
369,2016-07-26,63.98,64.26,63.71,64.13
370,2016-07-27,64.08,64.69,64.06,64.33
371,2016-07-28,64.0,64.19,63.72,64.1
372,2016-07-29,63.8,64.29,63.75,63.97
373,2016-08-01,64.15,64.31,63.61,63.8
374,2016-08-02,63.59,64.01,63.38,63.65
375,2016-08-03,63.69,64.67,63.65,64.66
376,2016-08-04,64.49,64.82,64.27,64.56
377,2016-08-05,65.14,66.37,65.07,66.3
378,2016-08-08,66.07,66.49,65.84,66.1
379,2016-08-09,66.18,66.28,65.69,65.87
380,2016-08-10,65.92,66.07,65.16,65.28
381,2016-08-11,65.27,65.69,65.02,65.46
382,2016-08-12,64.97,65.35,64.86,65.32
383,2016-08-15,65.56,65.83,65.46,65.72
384,2016-08-16,65.36,65.96,65.24,65.71
385,2016-08-17,65.8,65.98,65.54,65.89
386,2016-08-18,65.62,65.99,65.53,65.95
387,2016-08-19,65.72,65.91,65.22,65.86
388,2016-08-22,65.75,65.88,65.41,65.8
389,2016-08-23,66.07,66.34,65.76,65.77
390,2016-08-24,65.99,66.23,65.77,65.95
391,2016-08-25,65.91,66.14,65.79,66.07
392,2016-08-26,66.33,66.88,65.85,66.22
393,2016-08-29,66.49,67.1,66.46,66.95
394,2016-08-30,66.96,67.6,66.95,67.5
395,2016-08-31,67.46,67.77,66.86,67.5
396,2016-09-01,67.64,67.72,66.65,67.21
397,2016-09-02,67.4,67.58,66.98,67.49
398,2016-09-06,67.5,67.55,66.71,67.44
399,2016-09-07,67.16,67.59,66.96,67.16
400,2016-09-08,67.22,67.68,67.0,67.25
401,2016-09-09,67.03,67.43,66.64,66.65
402,2016-09-12,66.14,67.3,65.76,67.06
403,2016-09-13,66.11,66.86,65.82,66.53
404,2016-09-14,66.27,67.25,66.21,66.4
405,2016-09-15,66.29,66.93,66.09,66.64
406,2016-09-16,66.09,66.26,65.44,65.82
407,2016-09-19,66.15,66.64,65.85,66.19
408,2016-09-20,66.75,66.85,66.24,66.46
409,2016-09-21,66.84,67.13,66.31,66.84
410,2016-09-22,66.99,67.42,66.84,67.39
411,2016-09-23,67.39,67.9,67.18,67.25
412,2016-09-26,66.6,66.8,65.54,65.78
413,2016-09-27,65.41,66.41,65.11,66.36
414,2016-09-28,66.58,66.77,65.99,66.71
415,2016-09-29,66.7,67.21,65.35,65.65
416,2016-09-30,66.08,67.06,66.08,66.59
417,2016-10-03,66.35,66.92,66.26,66.51
418,2016-10-04,66.21,67.18,66.1,66.6
419,2016-10-05,66.89,68.07,66.8,67.69
420,2016-10-06,67.73,67.97,67.05,67.87
421,2016-10-07,67.79,68.18,67.4,68.11
422,2016-10-10,68.34,69.06,68.23,68.64
423,2016-10-11,68.5,68.82,67.93,68.31
424,2016-10-12,68.26,68.59,68.05,68.13
425,2016-10-13,67.46,67.87,66.82,67.74
426,2016-10-14,68.8,69.03,67.3,67.52
427,2016-10-17,67.42,67.79,66.74,67.17
428,2016-10-18,67.85,68.21,67.54,67.7
429,2016-10-19,67.81,68.5,67.81,68.35
430,2016-10-20,68.08,68.68,67.94,68.26
431,2016-10-21,67.81,68.53,67.7,68.49
432,2016-10-24,68.97,69.05,68.5,68.87
433,2016-10-25,68.88,68.93,68.38,68.8
434,2016-10-26,68.37,69.25,68.37,69.13
435,2016-10-27,69.49,69.77,69.1,69.23
436,2016-10-28,69.53,69.55,68.47,69.11
437,2016-10-31,69.43,69.58,69.23,69.26
438,2016-11-01,69.48,69.78,68.33,68.97
439,2016-11-02,68.65,68.85,68.01,68.68
440,2016-11-03,68.86,69.19,68.22,68.38
441,2016-11-04,68.49,68.56,67.64,67.76
442,2016-11-07,69.08,69.97,69.0,69.88
443,2016-11-08,69.7,70.55,69.24,70.03
444,2016-11-09,71.46,74.15,71.32,73.25
445,2016-11-10,74.22,77.25,74.22,76.65
446,2016-11-11,76.3,76.72,75.77,76.69
447,2016-11-14,77.25,80.44,77.25,79.51
448,2016-11-15,78.37,79.41,77.78,79.36
449,2016-11-16,78.22,78.35,76.88,77.4
450,2016-11-17,77.93,78.46,77.6,78.02
451,2016-11-18,77.96,78.42,77.55,77.71
452,2016-11-21,78.0,78.17,77.29,78.05
453,2016-11-22,78.34,78.56,77.76,78.53
454,2016-11-23,78.87,79.24,77.89,78.86
455,2016-11-25,79.1,79.45,78.47,78.83
456,2016-11-28,78.18,78.87,78.02,78.32
457,2016-11-29,78.39,79.16,78.39,78.92
458,2016-11-30,79.92,80.53,79.7,80.17
459,2016-12-01,80.65,82.28,80.65,81.79
460,2016-12-02,81.8,81.83,80.9,81.6
461,2016-12-05,82.3,83.29,82.29,83.26
462,2016-12-06,83.6,83.81,82.43,83.69
463,2016-12-07,83.55,84.09,82.85,84.07
464,2016-12-08,84.23,85.5,83.94,85.12
465,2016-12-09,85.02,85.5,84.14,85.49
466,2016-12-12,85.36,85.79,84.29,84.73
467,2016-12-13,84.98,85.67,83.82,84.76
468,2016-12-14,83.88,86.12,83.76,84.73
469,2016-12-15,85.4,86.49,84.9,86.0
470,2016-12-16,86.29,86.29,84.89,84.94
471,2016-12-19,84.8,85.44,84.19,85.43
472,2016-12-20,85.79,86.54,85.55,86.53
473,2016-12-21,86.43,86.81,86.03,86.75
474,2016-12-22,86.44,87.17,86.21,86.89
475,2016-12-23,87.0,87.15,86.4,87.05
476,2016-12-27,87.05,87.16,86.75,87.13
477,2016-12-28,87.16,87.39,86.35,86.5
478,2016-12-29,86.58,86.67,85.04,85.89
479,2016-12-30,86.1,86.42,85.66,86.29
480,2017-01-03,87.34,87.76,85.98,87.23
481,2017-01-04,86.96,87.18,86.4,86.91
482,2017-01-05,86.81,87.11,85.26,86.11
483,2017-01-06,86.39,86.62,85.94,86.12
484,2017-01-09,85.73,86.77,85.52,86.18
485,2017-01-10,86.07,86.9,85.72,86.43
486,2017-01-11,86.43,87.08,85.91,87.08
487,2017-01-12,86.76,87.27,86.02,86.24
488,2017-01-13,87.11,88.17,86.1,86.7
489,2017-01-17,84.93,85.22,83.28,83.55
490,2017-01-18,83.63,84.23,83.03,83.94
491,2017-01-19,84.06,84.67,83.12,83.3
492,2017-01-20,83.43,83.83,83.29,83.67
493,2017-01-23,83.3,84.0,83.21,83.71
494,2017-01-24,83.92,85.0,83.56,84.72
495,2017-01-25,85.84,86.17,85.17,86.03
496,2017-01-26,85.95,86.95,85.95,86.75
497,2017-01-27,86.66,86.98,86.27,86.93
498,2017-01-30,86.19,86.5,85.32,86.03
499,2017-01-31,85.6,86.15,84.09,84.63
500,2017-02-01,85.54,86.1,84.68,84.95
501,2017-02-02,84.34,84.91,84.16,84.59
502,2017-02-03,86.19,87.31,85.87,87.18
503,2017-02-06,86.79,87.45,86.61,86.77
504,2017-02-07,87.14,87.4,86.48,86.72
505,2017-02-08,86.18,86.31,85.37,85.96
506,2017-02-09,86.42,87.33,86.13,87.2
507,2017-02-10,87.48,87.48,86.89,87.0
508,2017-02-13,87.44,88.74,87.43,88.15
509,2017-02-14,88.3,89.7,88.11,89.56
510,2017-02-15,90.08,90.87,89.35,90.59
511,2017-02-16,90.4,91.04,89.77,90.53
512,2017-02-17,89.82,90.47,89.69,90.23
513,2017-02-21,90.51,91.15,90.46,91.01
514,2017-02-22,90.52,91.3,90.42,91.06
515,2017-02-23,91.18,91.34,90.52,91.13
516,2017-02-24,90.18,90.54,89.73,90.33
517,2017-02-27,90.32,90.73,90.02,90.43
518,2017-02-28,89.85,90.82,89.59,90.62
519,2017-03-01,92.79,93.98,92.61,93.6
520,2017-03-02,93.87,93.92,92.03,92.14
521,2017-03-03,92.23,93.11,92.19,92.8
522,2017-03-06,92.25,92.32,91.1,91.92
523,2017-03-07,91.64,92.09,91.21,91.41
524,2017-03-08,92.68,92.85,91.1,91.21
525,2017-03-09,91.6,92.14,91.15,91.57
526,2017-03-10,91.95,92.0,90.53,91.28
527,2017-03-13,91.31,91.78,90.93,91.36
528,2017-03-14,91.02,91.65,90.77,91.51
529,2017-03-15,91.8,92.55,91.13,91.73
530,2017-03-16,92.03,92.81,91.57,91.64
531,2017-03-17,91.83,92.04,90.65,90.68
532,2017-03-20,90.27,91.17,89.79,90.03
533,2017-03-21,90.36,90.64,87.06,87.39
534,2017-03-22,86.89,88.07,86.01,87.53
535,2017-03-23,87.21,88.5,87.09,87.39
536,2017-03-24,87.79,88.09,86.77,87.29
537,2017-03-27,85.53,87.4,85.23,87.24
538,2017-03-28,87.02,89.02,86.98,88.6
539,2017-03-29,88.6,88.82,88.08,88.27
540,2017-03-30,88.2,89.46,88.12,89.03
541,2017-03-31,88.71,88.74,87.75,87.84
542,2017-04-03,87.99,88.17,86.6,87.52
543,2017-04-04,86.89,87.67,86.72,87.31
544,2017-04-05,88.42,88.54,86.13,86.19
545,2017-04-06,85.98,86.91,85.25,86.48
546,2017-04-07,85.93,86.81,85.71,86.18
547,2017-04-10,86.08,86.69,85.4,85.88
548,2017-04-11,85.54,85.79,84.8,85.73
549,2017-04-12,85.93,85.95,85.03,85.4
550,2017-04-13,85.5,86.99,84.4,84.4
551,2017-04-17,84.44,86.08,84.37,85.86
552,2017-04-18,85.36,85.63,84.74,85.16
553,2017-04-19,85.5,85.92,84.36,84.46
554,2017-04-20,84.98,85.78,84.55,85.55
555,2017-04-21,85.5,85.68,84.51,84.52
556,2017-04-24,86.55,88.05,86.42,87.5
557,2017-04-25,88.55,89.13,88.26,88.26
558,2017-04-26,88.35,89.05,88.14,88.43
